总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
现代瑞纳 2014款 1.4L 手动顶级型TOP,现代瑞纳,2014款,4.58,9.60,2014-08,8.05万公里,岳阳,国四,手动,3500元（车价x4%，最低3500元） ,北京现代,小型车,1.4L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4375/1700/1460,2570,454,1070,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/50 R16,195/50 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
广汽吉奥星朗 2014款 1.5L 至尊型,广汽吉奥星朗,2014款,4.40,7.60,2015-03,5.1万公里,西双版纳傣族自治州,国五,手动,3500元（车价x4%，最低3500元） ,广汽吉奥,MPV,1.5L 113马力 L4,5档手动变速箱(MT),5门7座MPV,4405/1705/1835,2730,-,1360,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,钢板弹簧非独立悬架,通风盘式,鼓式,-,165R14 LT,165R14 LT,正常/正常,无/无,无/无,无,标配,无,标配,标配,无,无,无,无,无,无,标配,标配/无,标配,无,标配,无,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福特福克斯 2012款 两厢 1.6L 自动舒适型,福特福克斯,2012款,7.50,14.20,2013-06,5.5万公里,长沙,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
比亚迪S6 2013款 白金版 2.4L 自动尊享型,比亚迪S6,2013款,5.18,13.40,2013-03,8.75万公里,东莞,国四,自动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.4L 160马力 L4,4档手自一体变速箱(AT),5门5座SUV,4810/1855/1725,2720,1084-2,1700,2.4,自然吸气,L4,160,215,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
海马S5 2015款 1.6L 手动豪华型天窗版,海马S5,2015款,6.00,9.30,2015-12,6.4万公里,益阳,国五,手动,3500元（车价x4%，最低3500元） ,海马郑州,紧凑型SUV,1.6L 122马力 L4,5档手动变速箱(MT),5门5座SUV,4358/1823/1630,2630,-,1350,1.6,自然吸气,L4,122,160,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
纳智捷优6 SUV 2015款 1.8T 魅力型,纳智捷优6,SUV,9.00,14.80,2015-03,2.69万公里,东莞,国四,自动,3600元（车价x4%，最低3500元） ,东风裕隆,紧凑型SUV,1.8T 180马力 L4,6档手自一体变速箱(AT),5门5座SUV,4625/1825/1620,2720,-,1500,1.8,涡轮增压,L4,180,256,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,标配,标配,无,标配,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
比亚迪F6 2011款 黄金版 2.0L CVT尊享型,比亚迪F6,2011款,2.70,11.90,2011-10,9.2万公里,荆州,国四,自动,3000元（车价x4%，最低3000元） ,比亚迪,中型车,2.0L 140马力 L4,无级变速档无级变速箱(CVT),4门5座三厢车,4846/1822/1465,2740,480,-,2.0,自然吸气,L4,140,186,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,五连杆独立悬架,通风盘式,盘式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1
雪佛兰赛欧 2013款 三厢 1.2L 手动时尚幸福版,雪佛兰赛欧,2013款,3.58,6.40,2014-09,3.95万公里,益阳,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.2L 87马力 L4,5档手动变速箱(MT),4门5座三厢车,4249/1690/1503,2465,370,1040,1.2,自然吸气,L4,87,115,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R13,175/70 R13,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
标致207 2011款 两厢 1.4L 手动驭乐版,标致207,2011款,2.50,7.80,2011-09,7.2万公里,湘潭,国四,手动,3000元（车价x4%，最低3000元） ,东风标致,小型车,1.4L 76马力 L4,5档手动变速箱(MT),5门5座两厢车,3900/1680/1468,2450,245-11,1051,1.4,自然吸气,L4,76,120,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架，螺旋弹簧,纵向摆臂独立悬架带横向稳定杆,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
凯迪拉克SRX 2014款 3.0L 舒适型(进口),凯迪拉克SRX,2014款,23.20,46.70,2013-12,7.9万公里,南京,国五,自动,9280元（车价x4%，最低3500元） ,凯迪拉克(进口),中型SUV,3.0L 271马力 V6,6档手自一体变速箱(AT),5门5座SUV,4851/1910/1663,2807,827,1999,3.0,自然吸气,V6,271,302,汽油,95号,直喷,国五,-,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/65 R18,235/65 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0
金杯750 2016款 1.5L 豪华型,金杯750,2016款,3.80,6.40,2016-03,1.93万公里,常德,国四,手动,3500元（车价x4%，最低3500元） ,华晨鑫源,MPV,1.5L 112马力 L4,5档手动变速箱(MT),5门7座MPV,4515/1750/1795,2725,-,1350,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,五连杆螺旋弹簧非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,无/无,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0
五菱之光 2010款 1.2L新版标准型I长车身LAQ,五菱之光,2010款,0.90,4.80,2011-01,9.5万公里,深圳,国四,手动,2500元（车价x4%，最低2500元） ,上汽通用五菱,微面,1.2L 86马力 L4,5档手动变速箱(MT),客车,3920/1600/1860,2500,-,1050,1.2,自然吸气,L4,86,108,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,165/70 R13,165/70 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,无,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1
别克凯越 2008款 1.6LE-MT,别克凯越,2008款,2.80,11.70,2010-01,14.2万公里,深圳,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用别克,紧凑型车,1.6L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4515/1725/1445,2600,405,1250,1.6,自然吸气,L4,106,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,5,0
凯翼X3 2016款 1.6L CVT发烧友版,凯翼X3,2016款,6.90,9.40,2017-01,0.5万公里,株洲,国五,自动,3500元（车价x4%，最低3500元） ,凯翼汽车,小型SUV,1.6L 126马力 L4,无级变速档无级变速箱(CVT),5门5座SUV,4335/1796/1665,2530,-,1385,1.6,自然吸气,L4,126,160,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
福特福克斯 2015款 三厢 1.6L 自动风尚型,福特福克斯,2015款,9.20,14.80,2016-05,1.24万公里,岳阳,国五,自动,3680元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4534/1823/1483,2648,530,1336,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
福特福睿斯 2015款 1.5L 自动时尚型,福特福睿斯,2015款,8.70,13.00,2016-01,2.6万公里,金华,国五,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4587/1825/1490,2687,448,1300,1.5,自然吸气,L4,113,142,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奇瑞旗云3 2010款 1.5L 手动华贵型,奇瑞旗云3,2010款,1.80,7.50,2010-11,5.9万公里,怀化,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4552/1750/1483,2600,-,1285,1.5,自然吸气,L4,109,140,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,复合多连杆式独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
宝马5系 2014款 525Li 豪华设计套装,宝马5系,2014款,39.60,54.20,2015-12,2.2万公里,长沙,国四,自动,15840元（车价x4%，最低3500元） ,华晨宝马,中大型车,2.0T 218马力 L4,8档手自一体变速箱(AT),4门5座三厢车,5055/1860/1491,3108,520,1760,2.0,涡轮增压,L4,218,310,汽油,95号,直喷,国四,-,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,245/45 R18,245/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
吉利GX2 2012款 1.5L 自动标准型II,吉利GX2,2012款,3.68,6.00,2013-12,1.4万公里,长沙,国四,自动,3500元（车价x4%，最低3500元） ,吉利汽车,微型车,1.5L 94马力 L4,4档自动变速箱(AT),5门5座两厢车,3815/1648/1530,2340,-,-,1.5,自然吸气,L4,94,128,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭梁，螺旋弹簧非独立式,通风盘式,鼓式,-,175/65 R14,175/65 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
宝马X5 2009款 xDrive30i领先型(进口),宝马X5,2009款,28.88,92.60,2010-07,9.8万公里,长沙,国四,自动,11552元（车价x4%，最低3500元） ,宝马(进口),中大型SUV,3.0L 258马力 L6,6档手自一体变速箱(AT),5门5座SUV,4854/1933/1776,2933,620-17,2125,3.0,自然吸气,L6,258,300,汽油,95号,多点电喷,国四,全时四驱,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/55 R18,255/55 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2
奥迪Q7 2014款 35 TFSI 进取型(进口),奥迪Q7,2014款,47.50,89.80,2014-05,8.2万公里,长沙,国四,自动,19000元（车价x4%，最低3500元） ,奥迪(进口),中大型SUV,3.0T 272马力 V6,8档手自一体变速箱(AT),5门5座SUV,5107/1992/1731,3013,775-20,-,3.0,机械增压,V6,272,400,汽油,95号,直喷,国四,全时四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/55 R18,255/55 R18,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
劳斯莱斯幻影 2006款 6.7L 加长版EWB,劳斯莱斯幻影,2006款,568.00,833.60,2010-01,3.34万公里,长沙,国四,自动,227200元（车价x4%，最低3500元） ,劳斯莱斯,大型车,6.7L 460马力 V12,6档自动变速箱(AT),4门5座三厢车,6084/1990/1634,3820,460,2670,6.7,自然吸气,V12,460,720,汽油,95号,直喷,国四,,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/50 R21,255/50 R21,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,无,无,标配,无,标配,无,标配/标配,标配,标配,标配,标配,标配,无,标配,标配,无,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰爱唯欧 2011款 两厢 1.6L AT SX,雪佛兰爱唯欧,2011款,3.98,12.10,2013-01,4万公里,常德,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.6L 121马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4039/1735/1517,2525,253,1220,1.6,自然吸气,L4,121,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2
海马福美来 2012款 三厢 1.6L 手动风尚版,海马福美来,2012款,2.48,8.30,2012-12,6.3万公里,岳阳,国四,手动,3000元（车价x4%，最低3000元） ,海马汽车,紧凑型车,1.6L 120马力 L4,5档手动变速箱(MT),4门5座三厢车,4557/1740/1480,2615,-,1270,1.6,自然吸气,L4,120,158,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
现代索纳塔八 2011款 2.0L 自动领先版,现代索纳塔八,2011款,7.50,19.50,2012-11,5万公里,苏州,国四,自动,3500元（车价x4%，最低3500元） ,北京现代,中型车,2.0L 165马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4820/1835/1475,2795,523,1460,2.0,自然吸气,L4,165,198,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,加装,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
标致408 2013款 1.6L 手动舒适版,标致408,2013款,5.80,13.80,2012-12,9.1万公里,永州,国四,手动,3500元（车价x4%，最低3500元） ,东风标致,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4688/1815/1525,2710,562,1401,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
众泰T600 2015款 1.5T 手动精英型,众泰T600,2015款,5.30,8.70,2015-07,2.04万公里,海口,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,中型SUV,1.5T 162马力 L4,5档手动变速箱(MT),5门5座SUV,4631/1893/1694,2807,344,1541,1.5,涡轮增压,L4,162,215,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/65 R17,235/65 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1
三菱劲炫ASX 2013款 1.6L 手动两驱标准版,三菱劲炫ASX,2013款,6.70,11.90,2013-12,6.55万公里,湘潭,国四,手动,3500元（车价x4%，最低3500元） ,广汽三菱,紧凑型SUV,1.6L 124马力 L4,5档手动变速箱(MT),5门5座SUV,4295/1770/1615,2670,384-11,1305,1.6,自然吸气,L4,124,149,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
力帆520 2011款 520领航版 1.3L 实用型,力帆520,2011款,1.40,4.70,2012-01,3.9万公里,岳阳,国四,手动,3000元（车价x4%，最低3000元） ,力帆汽车,紧凑型车,1.3L 88马力 L4,5档手动变速箱(MT),4门5座三厢车,4370/1700/1473,2540,630,-,1.3,自然吸气,L4,88,110,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向摆臂式独立悬架,通风盘式,鼓式,-,165/70 R14,165/70 R14,正常/正常,正常/正常,正常/正常,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
比亚迪M6 2013款 2.0L 手动舒适型,比亚迪M6,2013款,6.15,11.30,2014-09,5.3万公里,佛山顺德区,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,MPV,2.0L 140马力 L4,5档手动变速箱(MT),5门7座MPV,4820/1810/1765,2960,504-25,1710,2.0,自然吸气,L4,140,186,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵臂扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0
纳智捷大7 SUV 2011款 2.2T 两驱智慧型,纳智捷大7,SUV,9.10,23.60,2012-01,10.9万公里,常德,国四,自动,3640元（车价x4%，最低3500元） ,东风裕隆,中型SUV,2.2T 178马力 L4,5档手自一体变速箱(AT),5门5座SUV,4800/1930/1760,2910,-,1860,2.2,涡轮增压,L4,178,275,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,标配,无,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,0
起亚KX3 2015款 1.6L 手动两驱GL,起亚KX3,2015款,7.60,12.20,2015-07,3.8万公里,益阳,国四,手动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型SUV,1.6L 125马力 L4,6档手动变速箱(MT),5门5座SUV,4270/1780/1630,2590,-,1275,1.6,自然吸气,L4,125,151,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
标致308 2013款 1.6L 手动优尚型,标致308,2013款,5.00,11.50,2012-11,5.6万公里,常德,国四,手动,3500元（车价x4%，最低3500元） ,东风标致,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4558/1805/1505,2612,565,1325,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
长安逸动 2015款 XT 1.6L 手动俊酷型 国IV,长安逸动,2015款,4.70,8.90,2015-09,3.14万公里,苏州,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),5门5座两厢车,4425/1815/1485,2660,390-14,1325,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0
奇瑞QQ 2013款 1.0L 手动快乐版,奇瑞QQ,2013款,2.15,4.30,2014-12,2.6万公里,湘潭,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,微型车,1.0L 69马力 L3,5档手动变速箱(MT),5门5座两厢车,3564/1620/1527,2340,-,936,1.0,自然吸气,L3,69,93,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向拖曳臂式非独立悬架,盘式,鼓式,-,165/60 R14,165/60 R14,无/无,无/无,无/无,无,标配,标配,无,无,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
长安悦翔V7 2015款 1.6L 手动乐动型 国IV,长安悦翔V7,2015款,3.80,7.20,2015-03,6.5万公里,株洲,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 124马力 L4,5档手动变速箱(MT),4门5座三厢车,4530/1745/1498,2610,410,1220,1.6,自然吸气,L4,124,156,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0
大众CC 2013款 1.8TSI 豪华型,大众CC,2013款,15.98,29.20,2013-08,5.9万公里,武汉,国五,自动,6392元（车价x4%，最低3500元） ,一汽-大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4812/1855/1417,2712,532,1540,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1
