总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
五菱宏光 2010款 1.2L 标准型,五菱宏光,2010款,2.35,5.50,2012-01,9.69万公里,商丘,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 86马力 L4,5档手动变速箱(MT),客车,4305/1680/1750,2720,-,1205,1.2,自然吸气,L4,86,108,汽油,92号,多点电喷,国四,,液压助力,麦弗逊式独立悬挂,五连杆式半独立悬挂,盘式,鼓式,-,185/65 R14,185/65 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,加装,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1
路虎揽胜运动版 2015款 3.0 SDV6 HSE(进口),路虎揽胜运动版,2015款,80.00,107.20,2015-07,3.26万公里,晋中,国四,自动,32000元（车价x4%，最低3500元） ,路虎(进口),中大型SUV,3.0T 258马力 V6,8档手自一体变速箱(AT),5门5座SUV,4850/2073/1780,2923,784-17,-,3.0,双涡轮增压,V6,258,600,柴油,0号,直喷,国四,全时四驱,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/55 R20,255/55 R20,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
本田雅阁 2013款 2.0L LX,本田雅阁,2013款,11.48,20.60,2013-06,10.2万公里,吕梁地区,国四,自动,4592元（车价x4%，最低3500元） ,广汽本田,中型车,2.0L 156马力 L4,5档自动变速箱(AT),4门5座三厢车,4960/1860/1480,2800,-,1510,2.0,自然吸气,L4,156,189,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0
比亚迪速锐 2014款 1.5L 手动豪华型,比亚迪速锐,2014款,4.40,7.90,2014-10,3.3万公里,秦皇岛,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4680/1765/1490,2660,450,1330,1.5,自然吸气,L4,109,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,标配,标配,标配,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,2
福特福克斯 2012款 两厢经典 1.8L 手动时尚型,福特福克斯,2012款,5.60,12.20,2013-01,9.83万公里,晋中,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),5门5座两厢车,4342/1840/1500,2640,385-12,1321,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
长城M2 2012款 1.5L 手动都市版,长城M2,2012款,3.00,7.40,2012-11,2.23万公里,吕梁地区,国四,手动,3000元（车价x4%，最低3000元） ,长城汽车,小型车,1.5L 106马力 L4,5档手动变速箱(MT),5门5座两厢车,4011/1744/1735,2499,600-24,1210,1.5,自然吸气,L4,106,138,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵臂扭力梁式复合悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
大众桑塔纳 2015款 1.4L 手动舒适版,大众桑塔纳,2015款,6.15,10.70,2016-07,3万公里,阳泉,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4L 90马力 L4,5档手动变速箱(MT),4门5座三厢车,4473/1706/1469,2603,466,1100,1.4,自然吸气,L4,90,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,加装,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0
起亚K5 2012款 2.0L 自动GLS,起亚K5,2012款,9.20,19.40,2012-08,6.5万公里,大同,国四,自动,3680元（车价x4%，最低3500元） ,东风悦达起亚,中型车,2.0L 162马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4845/1830/1460,2795,-,1480,2.0,自然吸气,L4,162,194,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
东南V5菱致 2014款 1.5L 手动舒适型,东南V5菱致,2014款,4.55,8.20,2014-03,4.2万公里,阳泉,国四,手动,3500元（车价x4%，最低3500元） ,东南汽车,紧凑型车,1.5L 120马力 L4,5档手动变速箱(MT),4门5座三厢车,4570/1770/1475,2610,-,1210,1.5,自然吸气,L4,120,143,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/60 R16,195/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
纳智捷大7 SUV 2013款 锋芒限量版 2.2T 两驱智慧型,纳智捷大7,SUV,11.90,24.30,2013-01,3.3万公里,晋中,国四,自动,4760元（车价x4%，最低3500元） ,东风裕隆,中型SUV,2.2T 178马力 L4,5档手自一体变速箱(AT),5门5座SUV,4800/1930/1760,2910,-,1860,2.2,涡轮增压,L4,178,275,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,哈弗H6,2014款,8.30,14.00,2014-06,4.23万公里,济宁,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4649/1852/1710,2680,808-20,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
大众速腾 2014款 1.6L 自动时尚型,大众速腾,2014款,8.50,15.60,2013-11,5.6万公里,天津,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4644/1778/1482,2651,510,1340,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2
福特福睿斯 2015款 1.5L 自动时尚型,福特福睿斯,2015款,7.68,13.00,2015-10,2.94万公里,大同,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4587/1825/1490,2687,448,1300,1.5,自然吸气,L4,113,142,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0
中华骏捷FRV 2010款 1.3L 手动豪华型,中华骏捷FRV,2010款,2.56,7.10,2011-08,9.27万公里,晋中,国四,手动,3000元（车价x4%，最低3000元） ,华晨中华,紧凑型车,1.3L 88马力 L4,5档手动变速箱(MT),5门5座两厢车,4210/1755/1460,2580,314,1210,1.3,自然吸气,L4,88,120,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,加装,加装,无/无,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,4,0
铃木利亚纳A6 2014款 两厢 1.4L 手动理想型,铃木利亚纳A6,2014款,3.90,7.20,2014-08,3.77万公里,晋中,国四,手动,3500元（车价x4%，最低3500元） ,昌河铃木,小型车,1.4L 101马力 L4,5档手动变速箱(MT),5门5座两厢车,4260/1720/1600,2480,877,1150,1.4,自然吸气,L4,101,135,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,麦弗逊式独立悬架,通风盘式,盘式,-,195/50 R16,195/50 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0
长城C20R 2011款 1.5L 手动都市型,长城C20R,2011款,2.88,6.80,2012-02,8.7万公里,忻州,国四,手动,3000元（车价x4%，最低3000元） ,长城汽车,小型车,1.5L 106马力 L4,5档手动变速箱(MT),5门5座两厢车,3890/1727/1604,2460,330-11,1120,1.5,自然吸气,L4,106,138,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,纵臂扭力梁式复合悬架,通风盘式,盘式,-,195/60 R16,195/60 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,1
雷诺科雷傲 2012款 2.5L 四驱舒适导航版(进口),雷诺科雷傲,2012款,11.80,30.00,2011-12,10.5万公里,晋中,国四,自动,4720元（车价x4%，最低3500元） ,雷诺(进口),紧凑型SUV,2.5L 171马力 L4,6档无级变速箱(CVT),5门5座SUV,4522/1855/1715,2690,450-13,1655,2.5,自然吸气,L4,171,226,汽油,92号,多点电喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
江淮瑞风S5 2013款 2.0T 手动尊享版,江淮瑞风S5,2013款,6.30,12.50,2014-08,5.29万公里,临汾,国四,手动,3500元（车价x4%，最低3500元） ,江淮汽车,紧凑型SUV,2.0T 177马力 L4,6档手动变速箱(MT),5门5座SUV,4475/1840/1680,2645,505-11,1505,2.0,涡轮增压,L4,177,265,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
凯翼V3 2016款 1.5L 手动智联II导航版,凯翼V3,2016款,5.20,7.40,2017-01,0.49万公里,运城,国五,手动,3500元（车价x4%，最低3500元） ,凯翼汽车,紧凑型SUV,1.5L 109马力 L4,5档手动变速箱(MT),5门7座SUV,4606/1790/1780,2765,-,1361,1.5,自然吸气,L4,109,140,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R17,205/55 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
雪佛兰赛欧 2013款 三厢 1.2L 手动时尚幸福版,雪佛兰赛欧,2013款,3.80,6.40,2014-12,2.17万公里,临汾,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.2L 87马力 L4,5档手动变速箱(MT),4门5座三厢车,4249/1690/1503,2465,370,1040,1.2,自然吸气,L4,87,115,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R13,175/70 R13,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
大众朗逸 2013款 改款经典 1.6L 手动舒适版,大众朗逸,2013款,8.10,13.70,2014-10,3.6万公里,忻州,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4605/1765/1460,2610,478,-,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0
雪佛兰科鲁兹 2009款 1.8L SX AT,雪佛兰科鲁兹,2009款,5.00,16.20,2009-10,5.96万公里,晋中,国三,自动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4598/1797/1477,2685,400,1425,1.8,自然吸气,L4,143,177,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0
Jeep指南者 2014款 改款 2.4L 四驱舒适版(进口),Jeep指南者,2014款,16.00,26.70,2015-10,4.54万公里,包头,国四,自动,6400元（车价x4%，最低3500元） ,Jeep(进口),紧凑型SUV,2.4L 170马力 L4,6档手自一体变速箱(AT),5门5座SUV,4465/1812/1663,2635,-,1544,2.4,自然吸气,L4,170,220,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
海马福美来 2017款 1.6L 手动豪华型,海马福美来,2017款,5.90,9.00,2016-11,1.4万公里,武汉,国五,手动,3500元（车价x4%，最低3500元） ,海马汽车,紧凑型车,1.6L 125马力 L4,6档手动变速箱(MT),4门5座三厢车,4698/1806/1477,2685,415,1325,1.6,自然吸气,L4,125,161,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
别克凯越 2011款 1.6LX-AT,别克凯越,2011款,4.65,11.40,2012-06,8.45万公里,临汾,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.6L 110马力 L4,4档自动变速箱(AT),4门5座三厢车,4515/1725/1445,2600,405,1260,1.6,自然吸气,L4,110,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0
大众朗逸 2013款 1.6L 手动风尚版,大众朗逸,2013款,7.00,12.30,2012-09,3.82万公里,晋中,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4605/1765/1460,2610,478,1245,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1
福特福克斯 2013款 两厢经典 1.8L 自动基本型,福特福克斯,2013款,7.30,11.90,2016-03,1.1万公里,晋中,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,4档手自一体变速箱(AT),5门5座两厢车,4342/1840/1500,2640,385-12,1330,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,标配,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
三菱劲炫ASX 2013款 1.6L 手动两驱标准版,三菱劲炫ASX,2013款,9.20,11.90,2016-10,0.9万公里,太原,国四,手动,3680元（车价x4%，最低3500元） ,广汽三菱,紧凑型SUV,1.6L 124马力 L4,5档手动变速箱(MT),5门5座SUV,4295/1770/1615,2670,384-11,1305,1.6,自然吸气,L4,124,149,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大众帕萨特 2014款 1.8TSI DSG尊荣版,大众帕萨特,2014款,15.20,23.80,2014-01,6.7万公里,太原,国四,自动,6080元（车价x4%，最低3500元） ,上汽大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4870/1834/1472,2803,490,1520,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,无,标配,标配,标配,无,标配,无,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2
路虎发现神行 2015款 2.0T SE(进口),路虎发现神行,2015款,42.00,60.60,2015-06,0.3万公里,太原,国五,自动,16800元（车价x4%，最低3500元） ,路虎(进口),中型SUV,2.0T 241马力 L4,9档手自一体变速箱(AT),5门5座SUV,4600/1894/1700,2741,-,1955,2.0,涡轮增压,L4,241,340,汽油,95号,直喷,国五,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/55 R19,235/55 R19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰乐驰 2010款 1.0L P-TEC手动优越型,雪佛兰乐驰,2010款,2.00,4.30,2011-04,8.9万公里,太原,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微型车,1.0L 69马力 L4,5档手动变速箱(MT),5门5座两厢车,3545/1495/1523,2340,-,880,1.0,自然吸气,L4,69,90,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,"连杆摆臂式非独立,螺旋弹簧",盘式,鼓式,-,175/60 R13,175/60 R13,正常/正常,正常/正常,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
大众帕萨特 2013款 1.8TSI DSG御尊版,大众帕萨特,2013款,15.80,26.00,2013-05,8.88万公里,太原,国四,自动,6320元（车价x4%，最低3500元） ,上汽大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4870/1834/1472,2803,490,1520,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1
纳智捷优6 SUV 2014款 1.8T 时尚型,纳智捷优6,SUV,12.80,16.30,2016-02,0.05万公里,太原,国五,自动,5120元（车价x4%，最低3500元） ,东风裕隆,紧凑型SUV,1.8T 158马力 L4,5档手自一体变速箱(AT),5门5座SUV,4625/1825/1620,2720,-,1500,1.8,涡轮增压,L4,158,230,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,标配/标配,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,无,无,无,标配,标配,标配,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
别克君威 2010款 2.0L 世博版,别克君威,2010款,9.68,22.10,2011-06,3.7万公里,太原,国四,自动,3872元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4830/1856/1484,2737,500,1555,2.0,自然吸气,L4,147,190,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
五菱之光 2010款 1.0 手动 6390Q 实用型,五菱之光,2010款,1.80,3.80,2012-08,5.7万公里,太原,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微型客车,1.0L 68马力 L4,5档手动变速器(MT),单厢,3885/1600/1860,2500,-,1000,1.0,自然吸气,L4,68,90,汽油,93#,多点电喷,国四,后轮驱动,无助力,麦弗逊式独立悬架,纵置钢板弹簧,盘式,鼓式,-,165/70 R13,165/70 R13,正常/正常,正常/正常,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3
起亚K2 2015款 两厢 1.4L AT GLS,起亚K2,2015款,7.20,9.30,2016-06,0.8万公里,太原,国五,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型车,1.4L 107马力 L4,4档自动变速箱(AT),5门5座两厢车,4128/1700/1460,2570,-,1087,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,175/70 R14,175/70 R14,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰乐风 2009款 1.4 SL MT,雪佛兰乐风,2009款,2.60,8.10,2009-08,6.3万公里,太原,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用雪佛兰,小型车,1.4L 93马力 L4,5档手动变速箱(MT),4门5座三厢车,4345/1690/1507,2480,400,1140,1.4,自然吸气,L4,93,128,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,鼓式,-,185/60 R14,185/60 R14,正常/正常,正常/正常,正常/正常,无,无,无,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
