总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
现代新胜达 2010款 2.4 舒适版 七座四驱(进口),现代新胜达,2010款,11.50,27.10,2010-06,12.19万公里,万州区,国四,自动,4600元（车价x4%，最低3500元） ,现代(进口),中型SUV,2.4L 174马力 L4,6档手自一体变速箱(AT),5门7座SUV,4660/1890/1760,2700,-,-,2.4,自然吸气,L4,174,225,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
别克君威 2015款 2.0L 领先时尚型,别克君威,2015款,13.00,19.40,2015-08,3.52万公里,重庆,国四,自动,5200元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0L 154马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4843/1856/1484,2737,442,1585,2.0,自然吸气,L4,154,190,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
日产轩逸 2012款 1.6XL 手动豪华版,日产轩逸,2012款,8.20,13.60,2014-05,3.9万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,东风日产,紧凑型车,1.6L 126马力 L4,5档手动变速箱(MT),4门5座三厢车,4610/1760/1495,2700,510,1217,1.6,自然吸气,L4,126,154,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,带稳定杆扭力梁式后悬架,通风盘式,盘式,-,195/60 R16,195/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
东风风行菱智 2016款 M3L 1.6L 7座标准型,东风风行菱智,2016款,5.00,6.90,2016-10,1.9万公里,万州区,国五,手动,3500元（车价x4%，最低3500元） ,东风风行,MPV,1.6L 113马力 L4,5档手动变速箱(MT),4门7座MPV,5115/1720/1960,3000,-,1560,1.6,自然吸气,L4,113,138,汽油,92号,多点电喷,国五,,机械液压助力,双横臂式独立悬架,钢板弹簧非独立悬架,通风盘式,鼓式,-,195/65 R15,195/65 R15,无/无,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
日产天籁 2011款 2.0L XL舒适版,日产天籁,2011款,8.90,21.70,2011-02,15.7万公里,重庆,国四,自动,3560元（车价x4%，最低3500元） ,东风日产,中型车,2.0L 136马力 L4,无级变速档无级变速箱(CVT),4门5座三厢车,4850/1795/1475,2775,506,1457,2.0,自然吸气,L4,136,190,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
大众宝来 2016款 1.6L 自动舒适型,大众宝来,2016款,11.30,14.30,2016-02,1.8万公里,涪陵区,国四,自动,4520元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4562/1793/1468,2614,490,1260,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0
大众速腾 2014款 改款 1.4TSI 自动豪华型,大众速腾,2014款,13.00,18.20,2015-01,2.8万公里,重庆,国四,自动,5200元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4644/1778/1482,2651,510,1380,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
长安商用长安星光4500 2007款 1.3L-SC6443基本型,长安商用长安星光4500,2007款,1.90,6.10,2012-04,10.6万公里,重庆,国四,手动,3000元（车价x4%，最低3000元） ,长安轻型车,微面,1.3L 82马力 L4,5档手动变速箱(MT),客车,4390/1655/1935,2800,-,-,1.3,自然吸气,L4,82,-,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,185/80 R14,185/80 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,加装,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
沃尔沃V40 2014款 2.0T 智雅版(进口),沃尔沃V40,2014款,17.50,30.40,2014-06,3.34万公里,重庆,国四,自动,7000元（车价x4%，最低3500元） ,沃尔沃(进口),紧凑型车,2.0T 180马力 L5,6档手自一体变速箱(AT),5门5座两厢车,4369/1802/1445,2647,496-14,1468,2.0,涡轮增压,L5,180,300,汽油,95号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/50 R17,205/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,无,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
别克威朗 2015款 三厢 15S 自动进取型,别克威朗,2015款,11.28,15.90,2016-04,2.26万公里,重庆,国四,自动,4512元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 118马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4718/1802/1466,2700,460,1295,1.5,自然吸气,L4,118,146,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,后扭杆梁+瓦特连杆非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
日产逍客 2015款 2.0XL 酷火 MT 2WD,日产逍客,2015款,9.00,16.70,2014-11,3.2万公里,永川区,国四,手动,3600元（车价x4%，最低3500元） ,东风日产,紧凑型SUV,2.0L 144马力 L4,6档手动变速箱(MT),5门5座SUV,4315/1783/1606,2630,352-15,1376,2.0,自然吸气,L4,144,198,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0
金杯海星A7 2011款 1.0L标准版DL465Q5,金杯海星A7,2011款,1.20,3.60,2013-04,7.15万公里,涪陵区,国四,手动,3000元（车价x4%，最低3000元） ,华晨鑫源,微面,1.0L 61马力 L4,5档手动变速箱(MT),客车,3730/1510/1870,2350,-,985,1.0,自然吸气,L4,61,85,汽油,92号,-,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,165/70 R14,165/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
长安商用长安之星 2013款 1.2L新长安之星标准型,长安商用长安之星,2013款,3.10,4.80,2014-04,4.8万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,微面,1.2L 98马力 L4,5档手动变速箱(MT),客车,3980/1620/1890,2560,-,1130,1.2,自然吸气,L4,98,119,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧,盘式,鼓式,-,165/70 R14,165/70 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,无,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0
北汽绅宝绅宝X65 2015款 2.0T 自动精英型,北汽绅宝绅宝X65,2015款,10.00,14.10,2015-05,0.76万公里,重庆,国四,自动,4000元（车价x4%，最低3500元） ,北京汽车,紧凑型SUV,2.0T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4654/1816/1680,2670,-,1575,2.0,涡轮增压,L4,177,240,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
现代伊兰特 2011款 1.6L 手动舒适型,现代伊兰特,2011款,3.10,9.70,2010-08,9.7万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,北京现代,紧凑型车,1.6L 112马力 L4,5档手动变速箱(MT),4门5座三厢车,4545/1725/1425,2610,368,1250,1.6,自然吸气,L4,112,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,0
北汽幻速S6 2016款 1.5T CVT尊享型,北汽幻速S6,2016款,9.00,12.70,2016-07,4.3万公里,重庆,国四,自动,3600元（车价x4%，最低3500元） ,北汽银翔,紧凑型SUV,1.5T 150马力 L4,6档无级变速箱(CVT),5门5座SUV,4693/1839/1683,2700,-,1619,1.5,涡轮增压,L4,150,215,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
大众途安 2011款 1.4T 手动智尚版5座,大众途安,2011款,7.60,16.30,2012-08,5.35万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,MPV,1.4T 131马力 L4,5档手动变速箱(MT),5门5座MPV,4395/1794/1634,2678,620-19,1520,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电子液压助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
北汽战旗 2015款 2.0L CK,北汽战旗,2015款,3.00,6.80,2015-06,2.8万公里,重庆,国四,手动,3000元（车价x4%，最低3000元） ,北京汽车制造厂,小型SUV,2.0L 102马力 L4,5档手动变速箱(MT),4门5座SUV,4080/1828/1870,2300,-,1550,2.0,自然吸气,L4,102,178,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,钢板弹簧式非独立悬架,钢板弹簧非独立悬架,盘式,鼓式,-,235/75 R15,235/75 R15,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
克莱斯勒300C 2014款 3.0L 卓越版(进口),克莱斯勒300C,2014款,22.97,43.40,2014-07,4.9万公里,重庆,国四,自动,9188元（车价x4%，最低3500元） ,克莱斯勒(进口),中大型车,3.0L 234马力 V6,8档手自一体变速箱(AT),4门5座三厢车,5066/1902/1488,3052,462,-,3.0,自然吸气,V6,234,285,汽油,92号,多点电喷,国四,,电子液压助力,双叉臂式独立悬架,多连杆式悬架,通风盘式,通风盘式,-,245/45 R20,245/45 R20,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
福特翼虎 2013款 1.6L GTDi 两驱舒适型,福特翼虎,2013款,12.50,21.00,2013-08,7.9万公里,重庆,国四,自动,5000元（车价x4%，最低3500元） ,长安福特,紧凑型SUV,1.6T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4524/1838/1685,2690,-,1592,1.6,涡轮增压,L4,177,240,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
吉利自由舰 2009款 1.3L 手动精致基本型,吉利自由舰,2009款,0.93,4.80,2009-12,10.9万公里,万州区,国四,手动,2500元（车价x4%，最低2500元） ,吉利汽车,小型车,1.3L 86马力 L4,5档手动变速箱(MT),4门5座三厢车,4194/1680/1440,2434,-,1052,1.3,自然吸气,L4,86,110,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,麦弗逊式独立悬架,通风盘式,鼓式,-,175/65 R14,175/65 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1
别克昂科拉 2017款 18T 自动两驱都市领先型,别克昂科拉,2017款,12.19,16.30,2017-03,0.4万公里,永川区,国五,自动,4876元（车价x4%，最低3500元） ,上汽通用别克,小型SUV,1.4T 143马力 L4,6档手自一体变速箱(AT),5门5座SUV,4278/1781/1648,2555,356,1430,1.4,涡轮增压,L4,143,205,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
五菱荣光 2011款 1.2L标准型,五菱荣光,2011款,1.20,7.90,2011-09,13.45万公里,重庆,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 84马力 L4,5档手动变速箱(MT),客车,4035/1620/1900,2700,-,1150,1.2,自然吸气,L4,84,112,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
东风小康东风风光360 2015款 1.5L 手动舒适型Ⅱ 7座,东风小康东风风光360,2015款,4.50,6.60,2016-04,2.6万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,东风小康,MPV,1.5L 116马力 L4,5档手动变速箱(MT),5门7座MPV,4510/1725/1810,2725,-,1240,1.5,自然吸气,L4,116,-,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆非独立悬架,通风盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,无,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宝骏560 2016款 1.8L 手动豪华型,宝骏560,2016款,7.80,9.10,2016-08,1.3万公里,涪陵区,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,紧凑型SUV,1.8L 137马力 L4,6档手动变速箱(MT),5门5座SUV,4620/1820/1750,2750,460-10,-,1.8,自然吸气,L4,137,186,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
大众宝来 2016款 1.6L 自动舒适型,大众宝来,2016款,10.50,14.30,2016-07,2.7万公里,重庆,国五,自动,4200元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4562/1793/1468,2614,490,1260,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
丰田雷凌 2014款 1.6G CVT精英版,丰田雷凌,2014款,9.18,13.50,2015-07,5.5万公里,重庆,国四,自动,3672元（车价x4%，最低3500元） ,广汽丰田,紧凑型车,1.6L 122马力 L4,8档无级变速箱(CVT),4门5座三厢车,4630/1775/1480,2700,426,1285,1.6,自然吸气,L4,122,154,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
本田锋范 2015款 1.5L CVT舒适版,本田锋范,2015款,7.50,9.70,2015-10,3.2万公里,重庆,国五,自动,3500元（车价x4%，最低3500元） ,广汽本田,紧凑型车,1.5L 131马力 L4,无级变速档无级变速箱(CVT),4门5座三厢车,4450/1695/1477,2600,536,1094,1.5,自然吸气,L4,131,155,汽油,92号,直喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0
起亚索兰托 2013款 2.4L 7座汽油豪华版 国IV(进口),起亚索兰托,2013款,17.20,29.30,2014-04,4万公里,重庆,国四,自动,6880元（车价x4%，最低3500元） ,起亚(进口),中型SUV,2.4L 190马力 L4,6档手自一体变速箱(AT),5门7座SUV,4685/1885/1745,2700,-,-,2.4,自然吸气,L4,190,242,汽油,92号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,无/无,无/无,无,标配,无,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
大众途观 2013款 1.8TSI 自动两驱豪华型,大众途观,2013款,18.38,28.20,2013-12,3万公里,重庆,国四,自动,7352元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,1.8T 160马力 L4,6档手自一体变速箱(AT),5门5座SUV,4506/1809/1685,2684,400-15,1600,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
北汽幻速S3 2016款 1.5L 手动豪华型 国IV,北汽幻速S3,2016款,4.60,6.80,2016-01,1.9万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,北汽银翔,紧凑型SUV,1.5L 113马力 L4,5档手动变速箱(MT),5门7座SUV,4380/1730/1760,2685,-,1335,1.5,自然吸气,L4,113,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,五连杆后悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
丰田卡罗拉 2011款 1.6L 自动GL,丰田卡罗拉,2011款,6.80,14.30,2012-02,9.35万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,一汽丰田,紧凑型车,1.6L 122马力 L4,4档自动变速箱(AT),4门5座三厢车,4545/1760/1490,2600,450,1290,1.6,自然吸气,L4,122,154,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,新型拖曳臂式悬架(减振器、减振簧分离式),通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0
大众POLO 2009款 劲取 1.4L 手动雅适版,大众POLO,2009款,2.89,9.30,2010-10,11.1万公里,重庆,国四,手动,3000元（车价x4%，最低3000元） ,上汽大众,小型车,1.4L 86马力 L4,5档手动变速箱(MT),4门5座三厢车,4200/1650/1465,2460,420,1139,1.4,自然吸气,L4,86,130,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,非独立非驱动桥,通风盘式,鼓式,-,185/60 R14,185/60 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,加装,无,无,无/无,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,2,4,0
长安CS75 2016款 1.8T 自动精英型 国V,长安CS75,2016款,10.88,12.70,2016-10,1.55万公里,涪陵区,国五,自动,4352元（车价x4%，最低3500元） ,长安汽车,紧凑型SUV,1.8T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4650/1850/1705,2700,590-15,1665,1.8,涡轮增压,L4,177,230,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MINI 2014款 1.2T ONE+,MINI,2014款,17.00,24.40,2015-08,2.4万公里,重庆,国四,自动,6800元（车价x4%，最低3500元） ,MINI,小型车,1.2T 102马力 L3,6档手自一体变速箱(AT),3门4座两厢车,3832/1727/1447,2495,211,1196,1.2,涡轮增压,L3,102,180,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/55 R16,195/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/无,标配,标配,标配,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
奥迪A6L 2009款 2.8 FSI 豪华型,奥迪A6L,2009款,14.20,67.10,2009-04,21.5万公里,重庆,国四,自动,5680元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.8L 220马力 V6,7档无级变速箱(CVT),4门5座三厢车,5035/1855/1485,2945,501,1765,2.8,自然吸气,V6,220,280,汽油,95号,直喷,国四,-,机械液压助力,轻质四连杆式独立悬,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/50 R17,225/50 R17,正常/正常,正常/正常,正常/正常,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
大众帕萨特 2014款 1.8TSI DSG尊荣版,大众帕萨特,2014款,14.80,23.80,2014-12,4.1万公里,涪陵区,国四,自动,5920元（车价x4%，最低3500元） ,上汽大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4870/1834/1472,2803,490,1520,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,无,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0
大众CC 2012款 3.6FSI R-Line(进口),大众CC,2012款,16.80,58.10,2012-11,13万公里,重庆,国四,自动,6720元（车价x4%，最低3500元） ,大众(进口),中型车,3.6L 300马力 V6,6档双离合变速箱(DCT),4门4座三厢车,4799/1855/1417,2711,-,1632,3.6,自然吸气,V6,300,350,汽油,95号,直喷,国四,全时四驱,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,通风盘式,-,235/45 R17,235/45 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3
