总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
福特福克斯 2012款 两厢 2.0L 手动豪华运动型,福特福克斯,2012款,9.00,16.50,2014-08,2.9万公里,保定,国四,手动,3600元（车价x4%，最低3500元） ,长安福特,紧凑型车,2.0L 170马力 L4,5档手动变速箱(MT),5门5座两厢车,4368/1823/1483,2648,356,1367,2.0,自然吸气,L4,170,202,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0
雪佛兰科鲁兹 2013款 1.6L SE MT,雪佛兰科鲁兹,2013款,6.80,13.00,2014-02,7.08万公里,廊坊,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 121马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,121,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
北京汽车E系列 2012款 两厢 1.3L 手动乐天版,北京汽车E系列,2012款,3.30,6.40,2013-09,5.17万公里,廊坊,国四,手动,3500元（车价x4%，最低3500元） ,北京汽车,小型车,1.3L 99马力 L4,5档手动变速箱(MT),5门5座两厢车,3998/1720/1503,2500,-,1090,1.3,自然吸气,L4,99,124,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,H型扭力梁式悬架,通风盘式,鼓式,-,175/65 R14,175/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0
哈弗H6 Coupe 2016款 1.5T 自动两驱精英型,哈弗H6,Coupe,12.30,15.50,2016-08,1.68万公里,承德,国四,自动,4920元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档自动变速箱(AT),5门5座SUV,4549/1835/1700,2720,-,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
标致3008 2013款 2.0L 自动潮流版,标致3008,2013款,12.50,20.30,2014-07,5.9万公里,保定,国四,自动,5000元（车价x4%，最低3500元） ,东风标致,紧凑型SUV,2.0L 147马力 L4,6档手自一体变速箱(AT),5门5座SUV,4428/1840/1652,2613,503,1545,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
现代全新胜达 2013款 2.4L 自动两驱智能型,现代全新胜达,2013款,17.50,27.10,2015-05,3.43万公里,石家庄,国四,自动,7000元（车价x4%，最低3500元） ,北京现代,中型SUV,2.4L 189马力 L4,6档手自一体变速箱(AT),5门5座SUV,4725/1880/1686,2700,-,1670,2.4,自然吸气,L4,189,240,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/65 R17,235/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
福特蒙迪欧 2013款 2.0L GTDi240豪华运动型,福特蒙迪欧,2013款,18.80,26.40,2014-12,1.9万公里,石家庄,国四,自动,7520元（车价x4%，最低3500元） ,长安福特,中型车,2.0T 242马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4860/1854/1480,2850,516-98,1659,2.0,涡轮增压,L4,242,350,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/45 R18,235/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
力帆320 2012款 冠军版 1.3L 手动酷行型,力帆320,2012款,1.35,4.00,2013-08,1.6万公里,天津,国四,手动,3000元（车价x4%，最低3000元） ,力帆汽车,小型车,1.3L 88马力 L4,5档手动变速箱(MT),5门5座两厢车,3745/1620/1430,2340,300,-,1.3,自然吸气,L4,88,110,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,盘式,鼓式,-,165/70 R14,165/70 R14,无/无,无/无,无/无,无,无,无,无,标配,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
大众途观 2010款 2.0TSI 自动四驱菁英版,大众途观,2010款,15.80,30.60,2011-01,8万公里,天津,国四,自动,6320元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,2.0T 200马力 L4,6档手自一体变速箱(AT),5门5座SUV,4525/1809/1685,2684,400-15,1705,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,全时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,2,1
大众捷达 2013款 1.6L 自动舒适型,大众捷达,2013款,7.00,11.80,2013-11,2.8万公里,邯郸,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1170,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
铃木锋驭 2014款 1.6L CVT两驱进取型,铃木锋驭,2014款,8.50,13.00,2015-02,2.6万公里,保定,国四,自动,3500元（车价x4%，最低3500元） ,长安铃木,小型SUV,1.6L 122马力 L4,7档无级变速箱(CVT),5门5座SUV,4300/1765/1585,2600,-,1170,1.6,自然吸气,L4,122,158,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,纵臂扭转力式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
长安逸动 2016款 1.6L 手动风尚型,长安逸动,2016款,5.80,7.60,2016-08,1.4万公里,邢台,国五,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1820/1490,2660,510,1323,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
哈弗H6 Coupe 2015款 2.0T 手动两驱精英型,哈弗H6,Coupe,10.50,16.30,2015-12,3.3万公里,石家庄,国四,手动,4200元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.0T 194马力 L4,6档手动变速箱(MT),5门5座SUV,4549/1835/1700,2720,-,-,2.0,涡轮增压,L4,194,315,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/55 R19,225/55 R19,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
大众迈腾 2013款 1.8TSI 尊贵型,大众迈腾,2013款,17.50,27.40,2014-09,2.25万公里,石家庄,国四,自动,7000元（车价x4%，最低3500元） ,一汽-大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4865/1820/1475,2812,565,1545,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
标致2008 2014款 1.6L 自动时尚版,标致2008,2014款,9.30,13.20,2015-03,3.17万公里,石家庄,国四,自动,3720元（车价x4%，最低3500元） ,东风标致,小型SUV,1.6L 117马力 L4,4档手自一体变速箱(AT),5门5座SUV,4180/1745/1580,2540,354,1253,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,标配,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
标致2008 2014款 1.6L 自动时尚版,标致2008,2014款,8.90,13.20,2014-12,1.2万公里,石家庄,国四,自动,3560元（车价x4%，最低3500元） ,东风标致,小型SUV,1.6L 117马力 L4,4档手自一体变速箱(AT),5门5座SUV,4180/1745/1580,2540,354,1253,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,标配,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2
起亚KX5 2016款 1.6T 自动两驱DLX,起亚KX5,2016款,14.50,19.20,2016-12,1.69万公里,廊坊,国四,自动,5800元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型SUV,1.6T 177马力 L4,7档双离合变速箱(DCT),5门5座SUV,4480/1855/1655,2670,-,1576,1.6,涡轮增压,L4,177,265,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,标配,无,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
比亚迪S7 2015款 2.0T 升级版 自动尊贵型,比亚迪S7,2015款,8.45,14.10,2015-06,7.5万公里,石家庄,国四,自动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.0T 205马力 L4,6档双离合变速箱(DCT),5门7座SUV,4835/1855/1720,2730,365-23,1750,2.0,涡轮增压,L4,205,320,汽油,92号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
大众速腾 2012款 1.6L 自动舒适型,大众速腾,2012款,9.90,16.40,2013-12,9.4万公里,保定,国四,自动,3960元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4644/1778/1482,2651,510,1340,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,无,无,标配,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0
福特福克斯 2015款 两厢 EcoBoost 180 自动运动型,福特福克斯,2015款,12.90,18.00,2016-11,0.95万公里,廊坊,国五,自动,5160元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.5T 181马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4368/1823/1483,2648,356,1408,1.5,涡轮增压,L4,181,240,汽油,92号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
雪佛兰赛欧 2013款 三厢 1.2L 手动时尚幸福版,雪佛兰赛欧,2013款,3.70,6.40,2014-08,5.1万公里,承德,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.2L 87马力 L4,5档手动变速箱(MT),4门5座三厢车,4249/1690/1503,2465,370,1040,1.2,自然吸气,L4,87,115,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R13,175/70 R13,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
江淮瑞风S3 2016款 1.5L 手动豪华智能型,江淮瑞风S3,2016款,6.50,8.10,2016-09,0.67万公里,邢台,国五,手动,3500元（车价x4%，最低3500元） ,江淮汽车,小型SUV,1.5L 113马力 L4,6档手动变速箱(MT),5门5座SUV,4325/1765/1660,2560,600,1210,1.5,自然吸气,L4,113,146,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,加装,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
哈弗H6 2012款 2.4L 自动两驱尊贵型,哈弗H6,2012款,6.94,14.60,2013-07,5.3万公里,沧州,国四,自动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.4L 163马力 L4,4档手自一体变速箱(AT),5门5座SUV,4640/1825/1690,2680,808-20,1556,2.4,自然吸气,L4,163,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,无,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,无,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,哈弗H6,2015款,10.00,13.40,2016-02,2.95万公里,石家庄,国四,手动,4000元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4649/1852/1710,2680,808-20,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
别克君越 2014款 2.0T SIDI 智享旗舰型,别克君越,2014款,19.80,31.50,2015-09,3.1万公里,承德,国五,自动,7920元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0T 254马力 L4,6档手自一体变速箱(AT),4门5座三厢车,5005/1858/1500,2837,455,1770,2.0,涡轮增压,L4,254,350,汽油,95号,直喷,国五,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
北汽幻速S3 2015款 1.5L 舒适型 国V,北汽幻速S3,2015款,5.20,7.30,2015-11,1.57万公里,保定,国五,手动,3500元（车价x4%，最低3500元） ,北汽银翔,紧凑型SUV,1.5L 113马力 L4,5档手动变速箱(MT),5门7座SUV,4380/1730/1720,2685,-,1335,1.5,自然吸气,L4,113,150,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,五连杆后悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众帕萨特 2015款 1.8TSI DSG尊荣版,大众帕萨特,2015款,16.50,23.80,2015-11,4.92万公里,张家口,国四,自动,6600元（车价x4%，最低3500元） ,上汽大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4870/1834/1472,2803,490,1520,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,3
宝马5系 2013款 525Li 领先型,宝马5系,2013款,30.00,49.90,2012-12,10.9万公里,北京,国四,自动,12000元（车价x4%，最低3500元） ,华晨宝马,中大型车,2.0T 218马力 L4,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1492,3108,520,1755,2.0,涡轮增压,L4,218,310,汽油,95号,直喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
比亚迪F0 2012款 1.0L 悦酷型,比亚迪F0,2012款,2.00,4.40,2013-01,4.4万公里,廊坊,国四,手动,3000元（车价x4%，最低3000元） ,比亚迪,微型车,1.0L 68马力 L3,5档手动变速箱(MT),5门5座两厢车,3460/1618/1465,2340,140,870,1.0,自然吸气,L3,68,90,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,拖曳臂附扭力梁,通风盘式,鼓式,-,165/60 R14,165/60 R14,无/无,无/无,无/无,无,标配,无,标配,标配,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0
北汽威旺306 2016款 1.2L基本型7座A12国V,北汽威旺306,2016款,2.80,4.10,2017-02,0.45万公里,廊坊,国五,手动,3000元（车价x4%，最低3000元） ,北京汽车,微面,1.2L 86马力 L4,5档手动变速箱(MT),客车,4030/1636/1907,2700,-,-,1.2,自然吸气,L4,86,108,汽油,92号,多点电喷,国五,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,标配,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
北京BJ40 2016款 40L 2.3T 自动四驱尊享版,北京BJ40,2016款,15.50,18.40,2016-06,2.4万公里,石家庄,国四,自动,6200元（车价x4%，最低3500元） ,北京汽车,紧凑型SUV,2.3T 250马力 L4,6档手自一体变速箱(AT),4门5座SUV,4630/1843/1861,2730,532-96,2020,2.3,涡轮增压,L4,250,350,汽油,95号,多点电喷,国四,分时四驱,机械液压助力,双横臂式独立悬架,五连杆式非独立悬架,通风盘式,盘式,-,245/65 R17,245/65 R17,正常/正常,无/无,无/无,标配,无,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
现代索纳塔九 2015款 1.6T GLS智能型,现代索纳塔九,2015款,16.20,21.10,2016-08,0.95万公里,保定,国五,自动,6480元（车价x4%，最低3500元） ,北京现代,中型车,1.6T 180马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4855/1865/1485,2805,510,1500,1.6,涡轮增压,L4,180,265,汽油,92号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众途观 2016款 300TSI 自动两驱风尚版,大众途观,2016款,18.99,23.00,2016-10,0.57万公里,秦皇岛,国五,自动,7596元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,1.8T 160马力 L4,6档手自一体变速箱(AT),5门5座SUV,4506/1809/1685,2684,400-15,1600,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
奥迪Q3 2013款 35 TFSI quattro 豪华型,奥迪Q3,2013款,20.00,43.10,2013-05,3.3万公里,廊坊,国四,自动,8000元（车价x4%，最低3500元） ,一汽-大众奥迪,紧凑型SUV,2.0T 170马力 L4,7档双离合变速箱(DCT),5门5座SUV,4385/1831/1608,2603,460,1670,2.0,涡轮增压,L4,170,280,汽油,95号,直喷,国四,全时四驱,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
Jeep自由光 2016款 2.4L 专业版智能包,Jeep自由光,2016款,22.00,28.20,2016-04,1.6万公里,天津,国五,自动,8800元（车价x4%，最低3500元） ,广汽菲克Jeep,中型SUV,2.4L 175马力 L4,9档手自一体变速箱(AT),5门5座SUV,4649/1859/1695,2705,-,1855,2.4,自然吸气,L4,175,228,汽油,92号,多点电喷,国五,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
长安悦翔V3 2012款 1.3 手动 舒适版,长安悦翔V3,2012款,2.60,5.00,2013-06,6.2万公里,石家庄,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,小型车,1.3L 94马力 L4,5档手动变速箱(MT),4门5座三厢车,4180/1650/1465,2410,-,985,1.3,自然吸气,L4,94,121,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,鼓式,-,175/65 R14,175/65 R14,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,无,无,无,标配,无,标配,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0
Smartsmart fortwo 2015款 1.0L 硬顶激情版,Smartsmart,fortwo,12.00,14.80,2015-10,0.7万公里,石家庄,国五,自动,4800元（车价x4%，最低3500元） ,smart,微型车,1.0L 71马力 L3,6档双离合变速箱(DCT),3门2座两厢车,2695/1663/1555,1873,260-35,920,1.0,自然吸气,L3,71,91,汽油,95号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,165/65 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,无,标配,无,无,无,标配,标配/无,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
